Brand,Store Number,Name,Ownership Type,Facility ID,Features - Products,Features - Service,Features - Stations,Food Region,Venue Type,Phone Number,Street Address,Street Line 1,Street Line 2,City,State,Zip,Country,Insert Date
Starbucks,74676,Safeway-Concord #955,Licensed,15005,,Starbucks Card Mobile,,9999,Unknown,925-689-3240,2600 Willow Pass Rd,2600 Willow Pass Rd,,Concord,CA,94519-2544,US,06/22/2012 06:53:54 PM
Starbucks,6971,Port Chicago & Olivera - Concord,Company Owned,15154,"Lunch, Oven-warmed Food, Sirena Espresso Machine","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,925-687-9759,3373 Port Chicago Highway,3373 Port Chicago Highway,,Concord,CA,94520-1601,US,06/22/2012 06:53:54 PM
Starbucks,6907,Clayton & Treat - Concord,Company Owned,14023,"Lunch, Oven-warmed Food","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,925-521-9960,"4375 Clayton Road, A",4375 Clayton Road,A,Concord,CA,94521-5391,US,06/22/2012 06:53:54 PM
Starbucks,79589,Safeway - Concord #1192,Licensed,17774,,Starbucks Card Mobile,,9999,Unknown,825-365-2710,4309 Clayton Rd,4309 Clayton Rd,,Concord,CA,94521-2842,US,06/22/2012 06:53:54 PM
Starbucks,2906,Concord & Landana - Concord,Company Owned,12887,"Lunch, Oven-warmed Food","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,925-969-9514,4125 Concord Boulevard,4125 Concord Boulevard,,Concord,CA,94519-1516,US,06/22/2012 06:53:55 PM
Starbucks,5474,Clayton Station,Company Owned,13348,"Lunch, Oven-warmed Food","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,925-672-8919,1536A Kirker Pass Road,1536A Kirker Pass Road,,Concord,CA,94521-3226,US,06/22/2012 06:54:01 PM
Starbucks,74445,Safeway-Clayton #1195,Licensed,14043,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,925-672-2035,5431 Clayton Rd,5431 Clayton Rd,,Clayton,CA,94517-1039,US,06/22/2012 06:54:01 PM
Starbucks,8827,Longport & Klagge - Elk Grove,Company Owned,17090,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,916-683-3810,"2300 Longport Court, Suite 100",2300 Longport Court,Suite 100,Elk Grove,CA,95758-7159,US,06/22/2012 06:54:11 PM
Starbucks,2945,Elk Grove & Franklin - Elk Grove,Company Owned,7401,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-691-1980,"4720 Elk Grove Blvd., 100",4720 Elk Grove Blvd.,100,Elk Grove,CA,95758-4183,US,06/22/2012 06:54:11 PM
Starbucks,5616,Laguna & Franklin - Elk Grove,Company Owned,14758,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-684-8359,"5060 Laguna Blvd, Suite 125",5060 Laguna Blvd,Suite 125,Elk Grove,CA,95758-4154,US,06/22/2012 06:54:11 PM
Starbucks,74689,Safeway-Elk Grove #1647,Licensed,12466,,Starbucks Card Mobile,,9999,Unknown,916-691-3770,5021 Laguna Blvd,5021 Laguna Blvd,,Elk Grove,CA,95758-5262,US,06/22/2012 06:54:11 PM
Starbucks,8624,Bruceville & Poppy Ridge -Elk Grove,Company Owned,9704,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-687-3750,"10064 Bruceville Road, 100",10064 Bruceville Road,100,Elk Grove,CA,95757-9518,US,06/22/2012 06:54:11 PM
Starbucks,5940,Freeport & Meadowview - Sacramento,Company Owned,11300,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-429-2748,1461 Meadowview Road,1461 Meadowview Road,,Sacramento,CA,95832-1009,US,06/22/2012 06:54:11 PM
Starbucks,5888,Greenhaven @ Florin,Company Owned,15461,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-427-9312,1042 Florin Rd,1042 Florin Rd,,Sacramento,CA,95831-3513,US,06/22/2012 06:54:11 PM
Starbucks,76344,Target Elk Grove T-1025,Licensed,8307,,Starbucks Card Mobile,,9999,Unknown,916-683-5356,7505 Laguna Blvd,7505 Laguna Blvd,,Elk Grove,CA,95758-5061,US,06/22/2012 06:54:11 PM
Starbucks,10103,Laguna & Bruceville - Elk Grove,Company Owned,8298,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-691-0930,"7701 Laguna Blvd., 440",7701 Laguna Blvd.,440,Elk Grove,CA,95758-5063,US,06/22/2012 06:54:11 PM
Starbucks,6522,Elk Grove & Auto Center - Elk Grove,Company Owned,15546,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,916-683-4668,8450 Elk Grove Boulevard,8450 Elk Grove Boulevard,,Elk Grove,CA,95758-5964,US,06/22/2012 06:54:11 PM
Starbucks,9822,Mack & Hwy 99 - Sacramento,Company Owned,7136,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,916-422-7306,6200 Valley Mack Rd,6200 Valley Mack Rd,,Sacramento,CA,95823-7074,US,06/22/2012 06:54:11 PM
Starbucks,13639,Bruceville & Cosumnes River - Sacra,Company Owned,16964,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,916-688-3223,"8231 Timberlake Way, Ste 140",8231 Timberlake Way,Ste 140,Sacramento,CA,95823-5423,US,06/22/2012 06:54:11 PM
Starbucks,6623,Calvine & Power Inn - Sacramento,Company Owned,15558,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-688-8505,"8240 Calvine Road, A",8240 Calvine Road,A,Sacramento,CA,95828-9310,US,06/22/2012 06:54:11 PM
Starbucks,11776,Florin & Stockton - Sacramento,Company Owned,7691,"Lunch, Oven-warmed Food",Starbucks Card Mobile,Drive-Through,9999,Unknown,916-429-0630,"6013 Florin Road, P",6013 Florin Road,P,Sacramento,CA,95823-2489,US,06/22/2012 06:54:11 PM
Starbucks,9491,Elk Grove Florin & Bond - Elk Grove,Company Owned,9463,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,916-686-2140,"8868 Bond Road, 100",8868 Bond Road,100,Elk Grove,CA,95624-9401,US,06/22/2012 06:54:11 PM
Starbucks,5946,Gerber & Power Inn - Sacramento,Company Owned,15469,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,916-689-1180,8030 Gerber Road,8030 Gerber Road,,Sacramento,CA,95828-4300,US,06/22/2012 06:54:11 PM
Starbucks,6895,Elk Grove & Waterman - Elk Grove,Company Owned,14353,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-714-5901,9289 Elk Grove Blvd.,9289 Elk Grove Blvd.,,Elk Grove,CA,95624-2101,US,06/22/2012 06:54:11 PM
Starbucks,5556,Freeport & Sutterville - Sacramento,Company Owned,13362,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-451-2747,"4424 Freeport Blvd, A-1",4424 Freeport Blvd,A-1,Sacramento,CA,95822-2049,US,06/22/2012 06:54:11 PM
Starbucks,5727,Calvine & Florin - Elk Grove,Company Owned,11953,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-681-6662,8341 Elk Grove Florin Rd,8341 Elk Grove Florin Rd,,Sacramento,CA,95829-9453,US,06/22/2012 06:54:11 PM
Starbucks,74908,Safeway - Elk Grove #1289,Licensed,8095,,Starbucks Card Mobile,,9999,Unknown,916-681-8666,8377 Elk Grove-Florin Rd,8377 Elk Grove-Florin Rd,,Elk Grove,CA,95829-9453,US,06/22/2012 06:54:11 PM
Starbucks,6986,Jefferson & Lake Washington,Company Owned,8901,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-371-2137,"2155 Town Center Plaza, 190",2155 Town Center Plaza,190,West Sacramento,CA,95691-4960,US,06/22/2012 06:54:11 PM
Starbucks,76746,Target Sacramento West T-2268,Licensed,17371,,Starbucks Card Mobile,,9999,Unknown,925-437-1611,2005 Town Center Plus,2005 Town Center Plus,,West Sacramento,CA,95691-4957,US,06/22/2012 06:54:11 PM
Starbucks,76657,Target Sacramento T-310,Licensed,20222,,,,0,Unknown,916-444-0993,2505 Riverside Blvd,2505 Riverside Blvd,,Sacramento,CA,95818-2234,US,06/22/2012 06:54:11 PM
Starbucks,5963,15th & Broadway - Sacramento,Company Owned,16372,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-447-5105,1429 Broadway,1429 Broadway,,Sacramento,CA,95818-2260,US,06/22/2012 06:54:11 PM
Starbucks,10349,Lake & Enterprise - West Sacramento,Company Owned,10032,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,916-371-5616,4055 Lake Rd,4055 Lake Rd,,West Sacramento,CA,95691-3415,US,06/22/2012 06:54:11 PM
Starbucks,8625,Stockton & T Street - Sacramento,Company Owned,11788,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-455-7553,2001 Stockton Street,2001 Stockton Street,,Sacramento,CA,95817-1334,US,06/22/2012 06:54:11 PM
Starbucks,79508,Safeway - Davis #1205,Licensed,7267,,Starbucks Card Mobile,,9999,Unknown,530-757-4540,1435 W. Covell,1435 W. Covell,,Davis,CA,95616-5932,US,06/22/2012 06:54:11 PM
Starbucks,10944,65th & Broadway - Sacramento,Company Owned,8653,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-452-5023,"2992 65th Street, 100",2992 65th Street,100,Sacramento,CA,95817-2673,US,06/22/2012 06:54:11 PM
Starbucks,74475,Safeway-Sacramento & 19th #2684,Licensed,13798,,Starbucks Card Mobile,,9999,Unknown,916-492-9967,1800-19th Street,1800-19th Street,,Sacramento,CA,95811-6713,US,06/22/2012 06:54:11 PM
Starbucks,5883,1601 P Street - Sacramento,Company Owned,15460,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-447-1968,"1501 16th Street, Suite 221",1501 16th Street,Suite 221,Sacramento,CA,95814-6072,US,06/22/2012 06:54:11 PM
Starbucks,13558,Power Inn & Ramona - Sacramento,Company Owned,7470,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,916-453-0741,"3615 Power Inn Road, 200",3615 Power Inn Road,200,Sacramento,CA,95826-3840,US,06/22/2012 06:54:11 PM
Starbucks,619,Alhambra & N,Company Owned,15263,"Clover Crafted Small Batch Coffee, Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-452-1707,1401 Alhambra Blvd,1401 Alhambra Blvd,,Sacramento,CA,95816-6508,US,06/22/2012 06:54:11 PM
Starbucks,2842,65th St. & Folsom - Sacramento,Company Owned,9568,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-454-4231,1420 65th St,1420 65th St,,Sacramento,CA,95819-4348,US,06/22/2012 06:54:11 PM
Starbucks,16204,Hyatt Regency Sacramento.,Licensed,66234,,,,0,Unknown,916-321-3716,1123 12th St,1123 12th St,,Sacramento,CA,95814-3936,US,06/22/2012 06:54:11 PM
Starbucks,74367,Safeway-Sacramento #2242,Licensed,13681,,Starbucks Card Mobile,,9999,Unknown,916-456-0852,1025 Alhambra Blvd,1025 Alhambra Blvd,,Sacramento,CA,95816-5212,US,06/22/2012 06:54:11 PM
Starbucks,6958,Downtown Plaza - Sacramento,Company Owned,14086,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-444-2571,"545 L Street, 1001",545 L Street,1001,Sacramento,CA,95814,US,06/22/2012 06:54:11 PM
Starbucks,8684,J Street & 26th Street - Sacramento,Company Owned,14212,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-448-5841,2604 J Street,2604 J Street,,Sacramento,CA,95816-4385,US,06/22/2012 06:54:11 PM
Starbucks,72205,Sacramento Con Ctr-13th St Cafe,Licensed,9111,,,,9999,Unknown,916-446-1005,1100 14th Street,1100 14th Street,,Sacramento,CA,95814-3913,US,06/22/2012 06:54:11 PM
Starbucks,5282,19th & J Street - Sacramento,Company Owned,9130,"Clover Crafted Small Batch Coffee, Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-444-1892,"1901 J Street, A",1901 J Street,A,Sacramento,CA,95811-3019,US,06/22/2012 06:54:11 PM
Starbucks,5254,3815 J Street - Sacramento,Company Owned,13313,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-454-1955,3815 'J' Street,3815 'J' Street,,Sacramento,CA,95816-5520,US,06/22/2012 06:54:11 PM
Starbucks,5744,980 9th - Sacramento,Company Owned,14945,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-447-4745,980 9th Street,980 9th Street,,Sacramento,CA,95814-2719,US,06/22/2012 06:54:11 PM
Starbucks,8730,15th & H Street - Sacramento,Company Owned,14767,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-930-0866,1430 H Street,1430 H Street,,Sacramento,CA,95814-1900,US,06/22/2012 06:54:11 PM
Starbucks,10142,5th & I - Sacramento,Company Owned,9472,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-441-2404,431 I Street,431 I Street,,Sacramento,CA,95814-2320,US,06/22/2012 06:54:11 PM
Starbucks,5895,Folsom & Julliard - Sacramento,Company Owned,16223,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,916-381-3498,8393 Folsom Blvd.,8393 Folsom Blvd.,,Sacramento,CA,95826-3546,US,06/22/2012 06:54:11 PM
Starbucks,3423,H Street & 56th Street - Sacramento,Company Owned,14481,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-451-4861,5539 H Street,5539 H Street,,Sacramento,CA,95819-3345,US,06/22/2012 06:54:11 PM
Starbucks,6724,Harbor Pointe & Stillwater,Company Owned,12831,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,916-371-3524,"715 Harbor Point Place, 100",715 Harbor Point Place,100,West Sacramento,CA,95605-1629,US,06/22/2012 06:54:11 PM
Starbucks,5265,3rd & F Street - Davis,Company Owned,16547,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,530-753-6309,208 F. Street,208 F. Street,,Davis,CA,95616-4515,US,06/22/2012 06:54:11 PM
Starbucks,70081,UC Davis Activities and Recreation,Licensed,10845,,,,9999,Unknown,530-752-7934,1 Shields Ave,1 Shields Ave,,Davis,CA,95616,US,06/22/2012 06:54:11 PM
Starbucks,16014,UC Davis - Silo Building,Licensed,68197,,,,0,Unknown,530-752-5815,1 Shields Ave,1 Shields Ave,,Davis,CA,95616-5270,US,06/22/2012 06:54:11 PM
Starbucks,6626,Howe & Fair Oaks - Sacramento,Company Owned,9343,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-649-3225,"458 Howe Avenue, 8",458 Howe Avenue,8,Sacramento,CA,95825-5507,US,06/22/2012 06:54:11 PM
Starbucks,5659,Russell & Anderson - Davis,Company Owned,15924,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,530-753-2686,"825 Russell Boulevard, Suite 24",825 Russell Boulevard,Suite 24,Davis,CA,95616-3471,US,06/22/2012 06:54:11 PM
Starbucks,9638,Expo & Exposition - Sacramento,Company Owned,10185,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,916-925-5693,"1140 Exposition Blvd., 100",1140 Exposition Blvd.,100,Sacramento,CA,95815-4332,US,06/22/2012 06:54:11 PM
Starbucks,6714,Gateway Oaks & El Camino - Sacramen,Company Owned,15567,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-921-0870,2620 Gateway Oaks Drive,2620 Gateway Oaks Drive,,Sacramento,CA,95833-3917,US,06/22/2012 06:54:11 PM
Starbucks,74997,Safeway - Dixon #1258,Licensed,9847,,Starbucks Card Mobile,,9999,Unknown,707-678-7400,1235 Stratford Ave.,1235 Stratford Ave.,,Dixon,CA,95620-2024,US,06/22/2012 06:54:11 PM
Starbucks,5536,El Camino & Truxel - Natomas,Company Owned,13359,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-927-9391,1560-B West El Camino Blvd,1560-B West El Camino Blvd,,Sacramento,CA,95833-1946,US,06/22/2012 06:54:11 PM
Starbucks,10143,Watt & Fair Oaks - Sacramento,Company Owned,9482,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-484-1579,610 Watt Ave,610 Watt Ave,,Sacramento,CA,95864-5054,US,06/22/2012 06:54:11 PM
Starbucks,5936,I-80 & Pitt School - Dixon,Company Owned,14902,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,707-693-1542,"1450 Ary Lane, Suite F",1450 Ary Lane,Suite F,Dixon,CA,95620-4413,US,06/22/2012 06:54:11 PM
Starbucks,645,Howe & Arden - Sacramento,Company Owned,12112,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,916-568-0297,"2100 Arden Way, #190",2100 Arden Way,#190,Sacramento,CA,95825-2262,US,06/22/2012 06:54:11 PM
Starbucks,5320,Arden Fair Mall,Company Owned,8825,Lunch,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-568-7420,"1689 Arden Way, Suite #110",1689 Arden Way,Suite #110,Sacramento,CA,95815,US,06/22/2012 06:54:11 PM
Starbucks,8800,Hwy 113 & Covell - Davis,Company Owned,8817,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,530-753-4756,2038 Lyndell Terrace,2038 Lyndell Terrace,,Davis,CA,95616-6220,US,06/22/2012 06:54:11 PM
Starbucks,5892,Bradshaw & Old Placerville - Sacram,Company Owned,15625,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-362-2974,"3539 Bradshaw Road, 3A",3539 Bradshaw Road,3A,Sacramento,CA,95827-3381,US,06/22/2012 06:54:11 PM
Starbucks,9897,Arden & Morse - Sacramento,Company Owned,17779,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-486-1204,"3045 Arden Way, 100",3045 Arden Way,100,Sacramento,CA,95825-2066,US,06/22/2012 06:54:11 PM
Starbucks,74911,Safeway - Sacramento #1530,Licensed,8139,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-483-9389,3320 Arden Way,3320 Arden Way,,Sacramento,CA,95825-2017,US,06/22/2012 06:54:11 PM
Starbucks,11238,Fulton & Cottage - Sacramento,Company Owned,6971,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,916-483-7029,2119 Fulton Avenue,2119 Fulton Avenue,,Sacramento,CA,95825-0342,US,06/22/2012 06:54:11 PM
Starbucks,5542,I-80 & Truxel - Sacramento,Company Owned,15944,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-928-6113,"3511 Truxel Road, #403",3511 Truxel Road,#403,Sacramento,CA,95834-3600,US,06/22/2012 06:54:11 PM
Starbucks,6882,Truxel & Natomas - Sacramento,Company Owned,12820,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-515-0837,"2121 Natomas Crossing Drive, 800",2121 Natomas Crossing Drive,800,Sacramento,CA,95834-3847,US,06/22/2012 06:54:11 PM
Starbucks,612,Arden Plaza,Company Owned,15801,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,916-482-1205,4301 Arden Way,4301 Arden Way,,Sacramento,CA,95864-3102,US,06/22/2012 06:54:11 PM
Starbucks,8801,Duckhorn & Arena - Sacramento,Company Owned,7885,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-419-3954,"3230 Arena Blvd., 210",3230 Arena Blvd.,210,Sacramento,CA,95834-1099,US,06/22/2012 06:54:11 PM
Starbucks,76548,Target Sacramento T-2115,Licensed,7050,,Starbucks Card Mobile,,9999,Unknown,916-864-6733,3601 N Freeway Blvd,3601 N Freeway Blvd,,Sacramento,CA,95834-2902,US,06/22/2012 06:54:11 PM
Starbucks,568,Town & Country Village,Company Owned,15258,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-485-6922,1 Adobe Court,1 Adobe Court,,Sacramento,CA,95821-4901,US,06/22/2012 06:54:11 PM
Starbucks,6480,Watt & Kings Way - Sacramento,Company Owned,16163,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-483-7344,"2648 Watt Ave, Ste 102",2648 Watt Ave,Ste 102,Sacramento,CA,95821-6244,US,06/22/2012 06:54:11 PM
Starbucks,9594,Norwood & I-80 -  Sacramento,Company Owned,14645,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,916-924-8978,4110 Norwood Avenue,4110 Norwood Avenue,,Sacramento,CA,95838-4932,US,06/22/2012 06:54:11 PM
Starbucks,74478,Safeway-North Natomas #2697,Licensed,16296,,Starbucks Card Mobile,,9999,Unknown,916-285-8840,2851 Del Paso Rd,2851 Del Paso Rd,,Sacramento,CA,95835-2304,US,06/22/2012 06:54:11 PM
Starbucks,13557,International & Zinfandel - RC,Company Owned,10948,"Lunch, Oven-warmed Food",Starbucks Card Mobile,,9999,Unknown,916-852-1893,"3195 Zinfandel Dr., 1",3195 Zinfandel Dr.,1,Rancho Cordova,CA,95670-6376,US,06/22/2012 06:54:11 PM
Starbucks,8113,Watt & I-80 - North Highlands,Company Owned,14482,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,916-974-1539,4332 Watt Avenue,4332 Watt Avenue,,North Highlands,CA,95660,US,06/22/2012 06:54:11 PM
Starbucks,74187,Safeway - Rancho Cordova #1746,Licensed,18236,,Starbucks Card Mobile,,9999,Unknown,916-364-4940,10635 Folsom Blvd.,10635 Folsom Blvd.,,Rancho Cordova,CA,95670-4828,US,06/22/2012 06:54:11 PM
Starbucks,74187,Safeway-Rancho Cordova #1746,Licensed,12199,,Starbucks Card Mobile,,9999,Unknown,916-364-4940,10635 Folsom Blvd.,10635 Folsom Blvd.,,Rancho Cordova,CA,95670-4828,US,06/22/2012 06:54:11 PM
Starbucks,5764,Hwy 50 @ Zinfandel,Company Owned,15711,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-638-5675,10820 Olson Drive,10820 Olson Drive,,Rancho Cordova,CA,95670-5657,US,06/22/2012 06:54:11 PM
Starbucks,5105,Target Rancho Cordova T-2463,Licensed,11005,,Starbucks Card Mobile,,9999,Unknown,916-638-4971,10881 Olson Dr,10881 Olson Dr,,Rancho Cordova,CA,95670-5646,US,06/22/2012 06:54:11 PM
Starbucks,10187,Landis & Fair Oaks - Carmichael,Company Owned,7025,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,916-485-6798,6908 Fair Oaks Blvd.,6908 Fair Oaks Blvd.,,Carmichael,CA,95608-3382,US,06/22/2012 06:54:11 PM
Starbucks,10543,Watt & Roseville - North Highlands,Company Owned,17414,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,916-331-8478,"4981 Watt Ave, 500",4981 Watt Ave,500,North Highlands,CA,95660-5107,US,06/22/2012 06:54:11 PM
Starbucks,6663,Sunrise & White Rock,Company Owned,11634,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,916-859-0163,3110 Sunrise Blvd.,3110 Sunrise Blvd.,,Rancho Cordova,CA,95742-7310,US,06/22/2012 06:54:11 PM
Starbucks,5550,Manzanita & Fair Oaks - Carmichael,Company Owned,11612,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-488-5932,"4005 Manzanita Avenue, Suite 11",4005 Manzanita Avenue,Suite 11,Carmichael,CA,95608-1779,US,06/22/2012 06:54:11 PM
Starbucks,75730,SMF Sac Term A Lower Level Baggage,Licensed,18517,,Wireless Hotspot,,9999,Airport,916-283-2110,6942 Airport Blvd.,6942 Airport Blvd.,,Sacramento,CA,95837-1109,US,06/22/2012 06:54:11 PM
Starbucks,72427,"SMF Sac Terminal A, Food Court",Licensed,18461,,,,9999,Airport,916-283-2110,6942 Airport Blvd.,6942 Airport Blvd.,,Sacramento,CA,95837-1109,US,06/22/2012 06:54:11 PM
Starbucks,15639,SMF Sacramento Airport Terminal B,Licensed,68316,,,,0,Unknown,916-283-2101,"6850 Airpot Blvd, Suite 28","6850 Airpot Blvd, Suite 28",,Sacramento,CA,95837-1123,US,06/22/2012 06:54:11 PM
Starbucks,79625,Safeway-Carmichael #1560,Licensed,18121,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,916-965-1034,4040 Manzanita Ave,4040 Manzanita Ave,,Sacramento,CA,95608,US,06/22/2012 06:54:11 PM
Starbucks,9285,Gibson & Pioneer - Woodland,Company Owned,12209,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,530-669-3287,"1801 E. Gibson Rd, A",1801 E. Gibson Rd,A,Woodland,CA,95776-5167,US,06/22/2012 06:54:11 PM
Starbucks,13400,"I-80 & Madison, Sacramento",Company Owned,7755,"Lunch, Oven-warmed Food",Starbucks Card Mobile,Drive-Through,9999,Unknown,916-334-1370,4354 Madison Ave.,4354 Madison Ave.,,Sacramento,CA,95842-3541,US,06/22/2012 06:54:11 PM
Starbucks,76942,Target  Woodland T-2408,Licensed,7298,,Starbucks Card Mobile,,9999,Unknown,530-665-4148,18455 County Rd 102,18455 County Rd 102,,Woodland,CA,95776-9314,US,06/22/2012 06:54:11 PM
Starbucks,5740,County Rd 102 & I-5 - Woodland,Company Owned,20208,"Lunch, Oven-warmed Food",Wireless Hotspot,Drive-Through,9999,Unknown,530-406-0898,"2021 Bronze Star Drive, 600",2021 Bronze Star Drive,600,Woodland,CA,95776-5424,US,06/22/2012 06:54:11 PM
